sppname,spp.codes,Spp.symbol,SciName,n.orig,n.revis,temactmean,temSE,LCI,UCI
Pacific yew,231,TABR2,Taxus brevifolia,220,206,0.0378502591088552,0.01987490351217455,-0.001104551775006915,0.07680506999271731
western redcedar,242,THPL,Thuja plicata,1455,1487,0.001954849282514215,0.0040556996006970445,-0.005994321934851991,0.009904020499880421
western hemlock,263,TSHE,Tsuga heterophylla,2733,2788,0.002285311655488731,0.003253904112811784,-0.004092340405622365,0.008662963716599827
mountain hemlock,264,TSME,Tsuga mertensiana,730,754,-0.003592392986050852,0.0067032671578512075,-0.01673079661543922,0.009546010643337514
bigleaf maple,312,ACMA3,Acer macrophyllum,940,941,-0.03521419384185598,0.012836779168160504,-0.060374281011450565,-0.010054106672261393
California buckeye,333,AECA,Aesculus californica,79,74,-0.03479839407969454,0.053674312846552344,-0.14000004725893714,0.07040325909954806
red alder,351,ALRU2,Alnus rubra,1311,1286,-0.013199135286536379,0.006825365109681347,-0.02657685090151182,1.7858032843906177e-4
white alder,352,ALRH2,Alnus rhombifolia,67,66,-0.06688964720959811,0.05790553420916602,-0.18038449425956352,0.04660519984036729
Pacific madrone,361,ARME,Arbutus menziesii,839,803,0.04218081906183979,0.011492901216461519,0.019654732677575216,0.06470690544610437
paper birch,375,BEPA,Betula papyrifera,76,70,-0.02734405049377453,0.03927767210059702,-0.10432828781094469,0.04964018682339563
golden chinkapin,431,CHCHC4,Chrysolepis chrysophylla,342,328,-0.013852167555475914,0.023324428869587126,-0.05956804813986668,0.03186371302891485
Pacific dogwood,492,CONU4,Cornus nuttallii,94,84,0.15755795381231996,0.09168916245566061,-0.022152804600774845,0.33726871222541477
Oregon ash,542,FRLA,Fraxinus latifolia,57,65,-0.025046326185921952,0.026816924731384896,-0.07760749865943635,0.027514846287592445
tanoak,631,NODE3,Notholithocarpus densiflorus,646,643,0.004065055380177096,0.010598135924167548,-0.0167072910311913,0.02483740179154549
quaking aspen,746,POTR5,Populus tremuloides,118,106,-0.04076516257532892,0.038439636570135265,-0.11610685025279403,0.0345765251021362
black cottonwood,747,POBAT,Populus balsamifera,167,167,0.021411421904620087,0.028554696785611507,-0.034555783795178464,0.07737862760441863
bitter cherry,768,PREM,Prunus emarginata,125,158,0.0032200633822431213,0.027881899808461112,-0.05142846024234066,0.0578685870068269
California live oak,801,QUAG,Quercus agrifolia,199,194,-0.03361817573787662,0.01338351110427313,-0.059849857502251955,-0.007386493973501284
canyon live oak,805,QUCH2,Quercus chrysolepis,851,821,-0.026102973717942124,0.012694844303457041,-0.05098486855271792,-0.0012210788831663252
blue oak,807,QUDO,Quercus douglasii,340,335,-0.0036198459534477756,0.0021277957907366255,-0.007790325703291561,5.506337963960099e-4
Oregon white oak,815,QUGA4,Quercus garryana,331,332,0.029412561572029317,0.021542848910706798,-0.01281142229295601,0.07163654543701464
California black oak,818,QUKE,Quercus kelloggii,894,847,-0.010435185532045477,0.01577478420944215,-0.04135376258255209,0.02048339151846114
California white oak,821,QULO,Quercus lobata,62,60,-0.06851170618876878,0.048330913214158104,-0.16324029608851867,0.026216883710981104
interior live oak,839,QUWI2,Quercus wislizeni,204,197,-0.04710868675428603,0.03410512703269982,-0.11395473573837768,0.019737362229805613
California laurel,981,UMCA,Umbellularia californica,264,277,0.041618948846229964,0.022973542224631643,-0.0034091939140480573,0.08664709160650799
