sppname,spp.codes,Spp.symbol,SciName,n.orig,n.revis,LCI,mean,UCI
sugar pine,117,PILA,Pinus lambertiana,991,914,-0.05106354266234027,-0.020045547178710432,0.009373916145717018
western white pine,119,PIMO3,Pinus monticola,604,605,-0.06419565204591972,-0.0383122702116,-0.014560374573519094
ponderosa pine,122,PIPO,Pinus ponderosa,4581,4606,-0.021948561955468154,-0.011082578607991334,-8.326826104855804e-4
gray pine,127,PISA2,Pinus sabiniana,195,185,-0.044513942210146894,0.020128627560050294,0.09347121700499327
singleleaf pinyon,133,PIMO,Pinus monophylla,203,193,-0.0661525315670056,0.0020767038514817315,0.05991002291603059
Douglas fir,202,PSME,Pseudotsuga menziesii,8269,8257,-0.012076338397796293,-0.00378408658153917,0.004263395705665627
redwood,211,SESE3,Sequoia sempervirens,240,242,-0.004016496362498065,0.004878249250965139,0.020068357528006394
Pacific yew,231,TABR2,Taxus brevifolia,220,206,0.006018420201937874,0.03706080603573808,0.07896091834634537
western redcedar,242,THPL,Thuja plicata,1461,1487,-0.0057565309564464595,0.0016696568713654436,0.009024590832125236
western hemlock,263,TSHE,Tsuga heterophylla,2744,2787,-0.003602214422621,0.001574693551453954,0.006552012582468238
mountain hemlock,264,TSME,Tsuga mertensiana,743,754,-0.014071814943493632,-0.004414972335583078,0.0060843860051734465
bigleaf maple,312,ACMA3,Acer macrophyllum,941,941,-0.0607729072674259,-0.03441507156602985,-0.008402372379019479
California buckeye,333,AECA,Aesculus californica,79,74,-0.15344918187292295,-0.031200219003867824,0.08483892043972537
red alder,351,ALRU2,Alnus rubra,1317,1285,-0.026956365823554495,-0.015017149669157848,-0.004786784899332745
white alder,352,ALRH2,Alnus rhombifolia,71,66,-0.08518964569518582,0.011111482015814245,0.10609183877711739
Pacific madrone,361,ARME,Arbutus menziesii,839,803,0.020634984093933956,0.04179047042368156,0.06337541810156247
paper birch,375,BEPA,Betula papyrifera,80,70,-0.08102290407999731,-0.031293908821259486,0.016697544195727033
golden chinkapin,431,CHCHC4,Chrysolepis chrysophylla,345,328,-0.0417961985922527,-0.006429410461938678,0.025827212749501356
Pacific dogwood,492,CONU4,Cornus nuttallii,95,84,-0.008794982126533407,0.1663231718683319,0.3529404100382592
Oregon ash,542,FRLA,Fraxinus latifolia,57,65,-0.08429370002654808,-0.023247942490531637,0.026753934002748957
tanoak,631,NODE3,Notholithocarpus densiflorus,650,643,-0.016449684516940167,0.00445913498001882,0.025603182991823483
quaking aspen,746,POTR5,Populus tremuloides,119,106,-0.09277703609716303,-0.031856793120097815,0.02085243407838969
black cottonwood,747,POBAT,Populus balsamifera,168,167,-0.03163835788276732,0.019092721740428475,0.09131713955753512
bitter cherry,768,PREM,Prunus emarginata,126,158,-0.04531054326873787,0.003775901849162877,0.04594677168477286
California live oak,801,QUAG,Quercus agrifolia,199,194,-0.06574319687690534,-0.032659600276064626,-0.0073295931752742835
canyon live oak,805,QUCH2,Quercus chrysolepis,851,821,-0.05173421966622312,-0.02535279712036531,-0.0021928682020389456
blue oak,807,QUDO,Quercus douglasii,340,335,-0.008893496498968789,-0.0033806504584050767,8.362120456168976e-5
Oregon white oak,815,QUGA4,Quercus garryana,334,332,-0.01613178818896724,0.02299081123010771,0.07100316052944994
California black oak,818,QUKE,Quercus kelloggii,896,847,-0.04064996592021576,-0.007518197767226953,0.024180483789651163
California white oak,821,QULO,Quercus lobata,62,60,-0.19136193487254952,-0.05992434708861483,0
interior live oak,839,QUWI2,Quercus wislizeni,207,197,-0.1267465143239672,-0.05604414584166917,0.006408690648971925
California laurel,981,UMCA,Umbellularia californica,264,277,-0.004734832478860284,0.04111134867198374,0.09098628541425985
